,id,text,label,language
34,489874311143260160,.@vp biden: malaysia airlines #mh17 was 'shot down not an accident. blown out of the sky.' URL,false,English
35,547158281005719552,subaru gets snowbound police back on patrol. #dontletwinterwin URL,false,English
36,407189015582887936,rip roger rodas the man who died with paul walker in the fatal car crash #dontforgethim URL,true,English
37,524937542131793920,we are in full lock down until further notice from ottawa police.,unverified,Chinese
38,692818857187213313,lego reveals new young disabled figure after #toylikeme campaign URL URL,non-rumor,English
39,522815405451407360,"a passenger at an african airport? no, the man in a homemade hazmat suit is flying out of dulles, washington: #ebola URL",unverified,English
40,500288349924782080,did anyone think of comparing the clothes that #mikebrown was wearing when he was laying on the street to the security footage? #ferguson,unverified,Hindi
41,532255606623989760,#dointoomuch rt @dahndahlas: @jemelehill a chick-fil-a manager banned slang at his location. URL URL,false,Chinese
42,693481256735150082,"up to 100 masked men, dressed in black, involved in ""migrant attack"" in stockholm URL URL",non-rumor,English
43,544333764814323713,"gunman's headband reads, ""we are your soldiers o muhammad"". #martinplace #sydneysiege URL",unverified,Chinese
44,723365789378584578,"landmarks around world turn purple, in honor of #prince. #princerip #purplerain URL",unverified,Hindi
45,537006518118273025,"that powerful, 40-year-old letter from lego to parents? it's real URL URL",true,English
46,727187859367546880,good news!: target stock plummets #lbgtq #bathroombill URL #tcot #pjnet #rednationrising URL,unverified,Hindi
47,693916809125351425,study: 90% of workplace injuries caused by bare-knuckle boxing URL URL,non-rumor,Hindi
48,764573523713011713,we've set the first-ever national standards limiting the amount of carbon pollution power plants can emit —@potus: URL,non-rumor,Chinese
49,531131094276382720,reports indicate #isis leader abu bakr al-baghdadi has been injured in a us air strike. #syria #iraq,unverified,Chinese
50,521772674155286528,alarming isis uses chemical weapons against kurds in #kobane ☛ URL #savekobane #drwidad☮ URL,unverified,Chinese
51,692537942439501824,astronomers say they have confirmed the existence of the galaxy's largest solar system. URL,non-rumor,Hindi
52,693140568143220736,jack white and avett brothers premiered a six-part music doc at #sundance. our report URL URL,non-rumor,Hindi
53,356407105953071107,just in... @barackobama & department of justice file federal charges against #georgezimmerman,false,Chinese
54,767668607803359234,our quote of the day is from american writer dorothy parker URL,non-rumor,English
55,510916647373516800,a video has been released by isis apparently showing the murder of british hostage david haines: URL,true,English
56,524961721744900097,"canadian soldier who was shot at #ottawa's war memorial is a reservist serving with the argyll and sutherland highlanders in #hamilton, ont.",true,Chinese
57,531606992788287489,pentagon officials skeptical over iraqi claims of wounded islamic state leader URL #isis URL,unverified,Chinese
58,692127290998784001,disney world opens new ordeal kingdom for family meltdowns URL URL,non-rumor,Chinese
59,531526274003771392,2 iraqi officials and state tv say airstrike wounds islamic state group leader al-baghdadi - @ap URL,unverified,Chinese
60,518192429153783808,atheists are mad at @carrieunderwood. i applaud her. URL,false,Hindi
61,652349108653551616,surprising number of vegetarians secretly eat meat URL URL,unverified,Chinese
62,427762638274437120,actor who played marlboro man in ads dies from smoking-related disease URL,true,Chinese
63,767170849472405508,"olympics: us women win 6th straight 4x400m-relay gold, giving allyson felix 6 career golds. URL URL",non-rumor,English
64,538129041539092480,"and @abc, please tweet saying that you did not pay or compensate darren wilson for the interview in any way. we're waiting. #ferguson",false,Hindi
65,365497016098369536,water leaks at fukushima could contaminate entire pacific ocean URL,false,English
66,690954487322796032,"fact: for the first time ever, more than 90% of americans have health coverage. #acaworks URL",non-rumor,English
67,521790189715615744,stop believing what you see on facebook. rt @lilduval: so ebola was found in hair extensions? all my bitches wear weave 😳,false,English
68,532851585408593920,"disney are making their first movie to feature two gay princes who fall in love, amazing.",false,Chinese
69,387010299536355328,"as a former federal agent i find this story hard to believe, even for this white house. URL #spitehouse",false,Chinese
70,723511860516016128,all in purple: memorials and landmarks across the globe honor #prince after his death. URL URL,unverified,Hindi
71,407163499723624449,paul walker died shortly after attending a charity event for his organization reach out worldwide URL,true,Hindi
72,273278761909239808,42 million dead in bloodiest black friday weekend on record URL,false,Chinese
73,519704006826807296,stephen collins -- cops swarm home after suicide report ... false alarm URL,false,Chinese
74,528562608463704064,"fanged deer pops up in afghanistan, 60 years after its last appearance URL URL",true,English
75,514098833253748736,"breaking: 3 missing afghan soldiers have been found trying to cross the border into canada, senior law enforcement source tells nbc news",true,Chinese
76,407197113286545409,paul walker's character name on fast and furious was brian. brian from family guy died in a car accident. coincidence? i think not,true,English
77,693501482721681408,"on this date in 1996, magic johnson returned to the nba more than four years after testing positive for hiv. URL",non-rumor,Chinese
78,407290871856369664,"r.i.p paul walker, why are people making jokes about his death? not funny at all!",true,English
79,509031495101874176,breaking news: durex has not come out with a pumpkin spice condom URL URL,false,Chinese
80,376982539132366848,j.k. rowling is working on an 8th harry potter book.,false,Chinese
81,693125234317086720,the on air broadcast premiere of @zaynmalik's #pillowtalk is on mtv at 8:15p. be there 🔥 URL URL,non-rumor,Chinese
82,520630231531802624,#mexico: doubts grow over the fate of 43 missing students as more bodies found in a mass grave URL URL,false,Hindi
83,551120768164462592,"donna douglas, star of the beverly hillbillies, has passed away at 81 URL URL",true,Hindi
84,517487705978966016,"d.a. to seek death in #moore, #oklahoma beheading case. #altonnolen #kellyfile URL",true,Chinese
85,692491478619262976,"#sweden's interior minister says the country intends to expel up to 80,000 migrants whose applications for asylum have been rejected",non-rumor,Hindi
86,504109775358287872,@antoniofrench alleged new shooting audio of #michaelbrown / URL,true,Hindi
87,524976980799000578,"breaking news: ottawa police confirm to abc news they are looking for 3 suspects, one has been 'dealt with' - URL",true,Chinese
88,692046121250586624,wind and solar could power most of the u.s. by 2030 without raising electricity prices URL URL,non-rumor,Hindi
89,691380138710306816,pentagon holds gala to celebrate 25 years of bombing iraq URL URL,non-rumor,English
90,553103772852191233,the image that everyone is sharing isn't by banksy — but it's awesome. #charliehebdo URL URL,false,Chinese
91,521717368264093696,kristen stewart: reality: URL demented right-wing fantasy: URL,false,Hindi
92,516394449065496577,"hong kong's protesters are using the ""hands up, don't shoot"" gesture from ferguson URL",unverified,Hindi
93,693618217667928068,"just when we thought we couldn't love steve carell more, he helps carol burnett up to the #sagawards stage. ❤ URL",non-rumor,Hindi
94,500294803402137600,photos of alleged robbery involving michael brown in #ferguson (via police) URL URL,unverified,English
95,780882510645370880,chelsea clinton implies here that marijuana can kill you. uhh URL,unverified,Hindi
96,537976883150077952,mother’s revenge: afghan woman 'kills 25 #taliban militants' after son shot dead URL URL,unverified,Chinese
97,693490132440129536,"baseball players had ""fight club"" at texas high school, investigation finds: URL URL",non-rumor,Chinese
98,693121477491757056,the typical woman who works full-time still earns 79 cents for every dollar the typical man does. —@potus URL,non-rumor,Chinese
99,693492349142433792,japan's first stealth fighter unveiled URL URL,non-rumor,Chinese
100,532259028152246272,"chick-fil-a manager reportedly bans list of unprofessional words, internet erupts: URL URL",false,Chinese
101,652982112870662144,surprising number of vegetarians secretly eat meat URL URL,unverified,English
102,509464217549021184,"report: microsoft trying to buy mojang, creators of minecraft URL",true,Chinese
103,689650617464311813,leonardo dicaprio is giving away $15 million to environmental causes: URL URL,non-rumor,English
104,407231740764508161,r.i.p to the driver who died with paul walker that no one cares about because he wasn't famous.,true,Hindi
105,523943647449198592,now he's a one-handed scientist rt @cbsnews: puppy-sized spider surprises scientist in rainforest URL,true,English
106,693899062098137088,"officials say at least 86 people died in the latest attack by nigeria's homegrown islamic extremists, boko haram URL",non-rumor,Hindi
107,766789709045518336,"donald trump goes to louisiana flooding site, spends a minute handing out play-doh, leaves URL #whereshillary",unverified,Hindi
108,519962130859429888,the fight against isis starts at our border. ‘at least’ 10 isis have been caught crossing the mexico border. build a wall!,false,Chinese
109,692267960686284800,french justice minister quits in apparent protest at plan to strip citizenship from people convicted of terrorism URL,non-rumor,English
110,490141776984825856,u.s intel: missile that hit #mh17 was most likely fired by pro-russian separatists. details: URL URL,false,English
111,715255507506892800,"update: donald trump advocates abortion ban and ""some form of punishment"" for women who have an abortion. URL - @msnbc",false,Chinese
112,351767344097398785,expect to see russian forces at us events to provide “security” - this is illegal under posse comitatus! URL,false,Hindi
113,553579224402235393,"hostage-taker at paris store demands release of #kouachibrothers, police union spokesman says. URL URL",unverified,English
114,517051126466625536,"colleen hufford was a white woman, hardly worth a mention from pres. obama (unlike #ferguson) URL URL",true,English
115,538256153080127489,"this young woman was shot with a nerf bullet by a #ferguson police officer, she lost her eye. #humanrights #nyc #rt URL",true,English
116,489887806018183168,malaysia airlines executive releases partial list of passengers' nationalities: URL URL #mh17,false,Hindi
117,521533372280369152,cops swarm #7thheaven star stephen collins' home after suicide report URL URL,false,Chinese
118,500290456845299714,here's the police report. somehow #ferguson cops valued a box of swishers at nearly $50. time to stop smokin i guess URL,unverified,English
119,693662456393134080,donald trump is the least favorably viewed presidential candidate since at least 1992 URL,non-rumor,Chinese
120,504106473467944960,this audio tape played on #cnn seems to corroborate witness accounts that #darrenwilson kept shooting after #michaelbrown tried to surrender,true,Chinese
121,521777301470871553,#isis used chemical weapons in #kobani . against civilian #kurds• #retweeet to #savekobani _ #twitterkurds #kobane URL,unverified,English
122,509084603617792001,don't worry ppl #isis isn't a threat to homeland. man wearing body armor with isis flag on it arrested in #texas URL,false,English
123,436157173161144321,"talking angela gets ur personal info ""he's a kidnapper"" ""he watches u through ur camera"" URL",false,English
124,531193369465470976,breaking: isis leader al-baghdadi “critically wounded” after coalition airstrikes near mosul URL URL,unverified,Chinese
125,524923293711998976,at the war memorial in. ottawa. a soldier has been shot. they are giving him treatment now. #breaking URL,true,Hindi
126,562313802369073153,"annual simulated 'madden' game made several accurate #sb49 predictions, including final score: URL URL",true,Hindi
127,524929497205055488,"canada's parliament hill is on lockdown as police hunt shooting suspect; at least 1 injured - @cbcnews, @torontostar URL",unverified,Chinese
128,509463933564891137,"huh. the wall street journal reports microsoft is close to a $2b deal with mojang, aka the creators of minecraft. URL",true,English
129,366205297557110784,"details: radioactive water from under #fukushima has risen 60cm above protective barrier, freely leaking to ocean URL",false,Hindi
130,525411618231169025,photo: dogs of canadian reservist killed at national war memorial wait for him to return home URL URL,true,Chinese
131,531287426858487808,feel good story: u.s. airstrikes 'hit isis leader'. terror group chief 'critically wounded' URL URL,unverified,Chinese
132,692747901815119872,"cdc: 31 cases of zika virus in 11 us states; all patients had traveled, 19 were to puerto rico - @blythebernhard URL",non-rumor,English
133,767068504277344260,older brother of syrian boy in iconic image dies of injuries from airstrike on family home. URL URL,non-rumor,Hindi
134,767154835993063425,"olympics: matthew centrowitz wins men's 1,500m race, first gold for us in event since 1908. URL URL",non-rumor,Chinese
135,500327106824245249,"all weekend ppl will be talking about the ""robbery"" instead of the shooting bc #ferguson pd didn't release any info about the shooting.",unverified,Chinese
136,514550436377137152,iphone 6 plus owners are complaining that their phones are actually bending: URL URL,false,Hindi
137,733242244522725376,"🎯 #target backlash over transgender bathroom policy hits ""boiling♨️point""❗️ URL #boycotttarget URL",unverified,Hindi
138,500363126294863876,the #ferguson police chief just basically confirmed #mikebrown was gunned to death for the crime of walking in the street? horrific.,unverified,Hindi
139,692063305297453060,teacher picks wrong student to believe in every fucking year URL URL,non-rumor,English
140,499612545909415938,"nearly 7k blacks were murdered last yr--almost all by other blacks. a tiny % were unarmed-killed-by-cop. where's al, jesse? #tcot #ferguson",unverified,Hindi
141,519965814175567872,a vandal painted a brilliantly simple penis on a $2 million bugatti veyron ( URL ) URL,false,Hindi
142,551159366876147714,"donna douglas, who played buxom tomboy elly may clampett on the 1960s sitcom 'the beverly hillbillies,' has died: URL",true,Hindi
143,726442550266044416,"because target believes men can pee with girls, their stock has taken a huge hit. good. keep boycotting target. URL",unverified,Chinese
144,727982226290442240,surprise! => @target stock drops since #transgender bathroom policy URL URL,unverified,Hindi
145,553470492565602305,car chase under way in paris as gunfight breaks out. reports of hostages. latest from paris: URL URL,unverified,Chinese
146,722885778448121857,"a new transgender bathroom policy at @target is real, and it's fabulous: URL URL",unverified,Hindi
147,500295393301647360,the other day i asked a manager at the #ferguson market if police had requested surveillance video. she said no.,unverified,English
148,707300612862566400,"obama to skip nancy reagan’s funeral, attend entertainment festival instead URL URL",unverified,English
149,545271117355958272,a texas plumbing company's truck somehow ended up in syria's civil war URL URL,true,English
150,445495350171013120,#prayforchristopher please rt/fav this it means u care and maybe chris brown will see this and will see that we care and smiles again,true,Hindi
151,550284252672450560,"transgender teen leelah alcorn publishes suicide note on tumblr: ""my death needs to mean something"" URL",unverified,Hindi
152,538930446814703616,"abc reportedly gave darren wilson 6-figures for an interview. if true, they essentially paid the bounty for killing a black child. #ferguson",false,Chinese
153,491591245152935936,"a russian officer ""pushed that button deliberately"" & shot down #mh17, ukrainian gov. says: URL URL",false,English
154,500391222075076610,"store owner told @fox2now monday that there was a theft, but said it was not michaelbrown; said it was someone else #ferguson",unverified,Chinese
155,516395112201736192,"hands up, don’t shoot —hong kong edition: URL URL",unverified,English
156,752965545528528898,homicide is among the top five causes of death in adolescents URL #endviolence URL,unverified,Hindi
157,692764799315398656,french police arrest woman who was with man carrying weapons & ammunition at disneyland paris hotel. URL,non-rumor,Hindi
158,732004388181434368,target’s new transgender policy raises all sorts of questions. URL,unverified,Hindi
159,524970851675176960,canada's parliament building locked down after shooting; at least one guard injured: URL photo: ap URL,unverified,Chinese
160,559863517151784960,a good relationship: ☑ calls you to just say hi ☑ wants to see you ☑ brings you bk,false,Hindi
161,510286132568150016,detroit niggas are savages they stole the batmobile. URL,false,English
162,524952094986350592,our thoughts and prayers are with the canadian soldier shot while guarding the national war memorial in ottawa. #ableg #cdnpoli,true,Chinese
163,537484793882361856,my kinda muslim women. afghan mother daughter and daughter-in-law team kills 25 taliban to avenge her son’s murder. URL,unverified,English
164,767768054163996672,it wasn't even close. URL,non-rumor,Hindi
165,715671763808493569,☆☆craigslist ad allegedly posted by bernie supporters offered $15 to protest at trump's rally in wisconsin. trump already creating jobs!,unverified,Hindi
166,550003619303788545,"transgender teen pleads for us to ""fix society"" in tumblr suicide note: URL URL",unverified,Hindi
167,501881262240694272,"please pray for steven sotloff, [another captive american] that #isis has threatened to behead. #tcot URL",true,English
168,687945926774800385,"several in critical condition - one in a coma - after clinical trial of new drug in france, health minister says URL",non-rumor,English
169,778681502825451520,black men have legitimate reason to run from police – #massachusetts supreme court URL URL,unverified,Hindi
170,522553662996901888,ebola is not real and the only people who have gotten sick are those who got shots fr the red cross URL,false,Chinese
171,521098692326350848,"mexico: iguala mass grave bodies ""not all of missing students"", guerrero state governor says URL URL",false,Hindi
172,531900034863091712,rt @cl_lfc: “@usvsth3m: vladimir putin’s motorcade looks suspiciously like a massive… URL URL ”,false,English
173,550175324634619904,😔😔😔 “@buzzfeed: a transgender 17-year-old left a suicide note on tumblr pleading “fix society” URL ”,unverified,English
174,505369323922522113,tupac was hiding for 18 years 😳 URL,false,English
175,568571403756294144,horrified at news that macklemore has joined isis #macklemorejoinedisis URL,false,Chinese
176,693512850539683842,obama gently guides michelle’s hand as she maneuvers drone joystick URL URL,non-rumor,Chinese
177,692134721195786240,the always hilarious @shelleyhennig has taken over the @mtvteenwolf vine and it's as amazing as it sounds. URL,non-rumor,Hindi
178,693217698482933760,".@cornelwest joins @berniesanders for rally in davenport, iowa. watch live: URL URL",non-rumor,Chinese
179,529747368087126019,wth?! michelle obama tells black ppl they can go eat fried chicken after they vote. just when u thought she could not be more ghetto.,true,Chinese
180,501768276523761666,a list of overnight arrests in ferguson shows a much higher number than officials reported URL URL,false,Chinese
181,692336523090509824,ai weiwei closes his copenhagen exhibit in protest of denmark's new asylum seeker law URL,non-rumor,English
182,387220814531395584,"amber alert website, which shows critical missing children bulletins, is offline due to government shutdown URL",false,Hindi
183,552816020403269632,"looks like every charlie hebdo cartoonist has been killed: 1. charb - was on al-qaeda's hit list; 2. cabu, 3. wolinski, 4. tignous",unverified,English
184,692082337333534720,.@potus's reforms to solitary confinement will expand treatment for the mentally ill: URL URL,non-rumor,Chinese
185,387237225286479872,"obama administration shuts down amber alert site, blames ""confusion."" don't worry. they're still in charge of your health care.",false,Chinese
186,524949828711620608,update: one shooter possibly on the loose in #ottawa amid reports of shootings in the city: URL,true,Hindi
187,693443289370882049,we have to make sure all our kids are equipped for the jobs of the future. —@potus #csforall URL,non-rumor,Hindi
188,531607884220485632,apec photo of the day. rt @marc_leibowitz: photo of vladimir putin's motorcade. posted without comment. URL,false,English
189,514057033419849728,"alaskan reporter says ""f*ck this,"" quits on live tv in marijuana legalization protest: URL URL",true,Hindi
190,576829262927413248,very good on #putin coup by @coalsonr: three scenarios for a succession in russia URL via @rferl URL,unverified,Chinese
191,689799953330368513,"gop strategist says trump supporters are ""childless single men who masturbate to anime"" URL URL",non-rumor,Hindi
192,703234354579898368,"kenny is considered the first tiger with down syndrome. at the age of nine, kenny died in 2008 of cancer. URL",unverified,Chinese
193,386682163862986752,"fox: obama offers ""to pay out of his own pocket for the museum of muslim culture."" their source: a satire website URL",false,Hindi
194,693139276708585472,retreating clinton campaign torches iowa town to slow advance of sanders volunteers URL URL,non-rumor,English
195,539115704285270017,"obama daughter is not pregnant. now when obama get the internet shut down on some olivia type time, we all gonna be sick",false,English
196,507454543169617920,"no, internet, betty white is not dead URL (photo: getty) URL",false,Chinese
197,748543642323783681,"obama cuts military pay third year in a row, while pushing $15 min. wage for burger flippers URL URL",unverified,English
198,536991428694376448,"another letter to parents, included in 1970s lego sets URL URL",true,Chinese
199,532284428542681088,"no, vladimir putin did not travel in a phallic motorcade formation URL URL",false,Chinese
200,524294016435634178,spiders ↑ scientist finds puppy-sized spider in rainforest. sit. stay. forever. URL URL,true,Chinese
201,504304227246538752,audio may have captured michael brown shooting URL,true,Hindi
202,504441156575297536,looking forward to first matchup between las vegas nhl expansion team and a canadian team URL,false,Chinese
203,407158558158254081,paul walker's friends and castmates poured out their hearts overnight URL #rippaulwalker,true,English
204,500319675797209088,"if we shot everyone in the street for stealing, imagine the carnage on wall st. #mikebrown #ferguson",unverified,Hindi
205,514535408126795776,"quite a design flaw rt @nymag: if you sit with your iphone 6 plus in your pocket, it bends beyond repair URL",false,Hindi
206,767823175480647681,"mike pence: ""when donald trump becomes president, we won't be pay ransom to terrorists or terror-sponsoring states."" URL",non-rumor,Hindi
207,528389559441444864,"#obama says ""america doesn't want any stay-at-home-moms! enough is enough! #fireobama now! URL URL",false,English
208,543586319168196608,"new dog-ma? pope says heaven is for hounds, too URL URL",false,Hindi
209,523555724807262208,"walmart donates $10,000 to support darren wilson and the on going racist police murders #ferguson #boycottwalmart URL",false,English
210,407290084593913856,rip to the driver who was also killed along with paul walker who no one seems to care about... URL,true,Hindi
211,536827853669941248,lego letter from the 1970s still offers a powerful message to parents 40 years later URL URL,true,English
212,693068611951300608,"ooooh my, d-rose. URL",non-rumor,English
213,519275971758026752,hewlett-packard will split into two companies to adapt to a changing technology landscape URL,true,English
214,509114008587100160,"sorry, everyone—durex is not making pumpkin spice condoms this fall: URL URL",false,English
215,767462297270968321,this was team usa's largest margin of victory in a gold-medal game since the dream team beat croatia by 32 in 1992. URL,non-rumor,English
216,407236151167025152,r.i.p to the driver that died with paul walker that no one cares about because he wasn't famous.,true,English
217,490080544949276672,ukraine officials say malaysia plane #mh17 was shot down by a buk missile system URL URL,false,English
218,504500863944376321,"quebec city, seattle, and toronto to join las vegas in 2017 nhl expansion, number of nhl teams will be raised to 34. (howard bloom)",false,Hindi
219,553461741917863936,rural region of northern france searched in hunt for #charliehebdo gunmen - latest updates URL URL,unverified,Chinese
220,569908998717243392,stop rumors: jamie is not leaving fifty shades and him and amelia are still in love. everything's fine for jamie! URL,false,English
221,531524882325311488,ap: iraqi officials say u.s. airstrikes have wounded the leader of the islamic state militant group abu bakr al baghdadi,unverified,Chinese
222,407174474207731712,still cah believe paul walker died r.i.p paul walker r.i.p brian o'connor r.i.p fast & furious URL,true,Chinese
223,500377145349521411,to be clear: an unarmed teenager possibly stealing a box of cigars does not warrant being shot to death by the police. #ferguson,unverified,Chinese
224,524965786059026432,"breaking news: one soldier has died after ottawa shooting, suspect(s) still at large - URL",true,Chinese
225,692105324111761408,"actor abe vigoda, known for roles in 'the godfather' and 'barney miller,' has died. URL URL",non-rumor,Hindi
226,524935769614331904,update: reports of gunfire inside the halls of the canadian parliament building in #ottawa: URL,true,Chinese
227,534543768653807618,wtf? community agitator obama secretly met w/ ferguson activists & told them to stay on course URL URL,false,English
228,523026678419714048,"man walks in south american rainforest at night, sees spider the size of a small puppy URL",true,Chinese
229,763404633217835009,"kendall jenner and a$ap rocky are ""full-on dating"" — exclusive details! URL URL",non-rumor,English
230,655815788675399680,when refusing to pay the 5p bag charge backfires... URL,unverified,Chinese
231,523558773345255424,"walmart donates $10,000 to support darren wilson, but won't give tracy morgan a penny for the accident their company caused. #boycottwalmart",false,English
232,407169699559247872,"celebrities, friends and co-stars react to paul walker's tragic death. #rippaulwalker URL URL",true,Chinese
233,553115236992290816,banksy's illustrated response to the charlie hebdo attack isn't by banksy. but it is striking URL URL,false,Chinese
234,516861311725342722,report: nasty ios 8 bug could erase your icloud drive documents URL,unverified,English
235,774833492865593344,"nurses save lives of all different races and colors, but @hillaryclinton thinks we belong in a #basketofdeplorables. URL",unverified,Hindi
236,525024066152169473,"corporal nathan cirillo, shot dead at #ottawa war memorial today, was 24. reservist was member of argyll and sutherland highlanders #cdnpoli",true,Chinese
237,547514662695469057,well this makes us feel old... the sunshine baby from the #teletubbies is 19 and at uni! URL URL,unverified,Hindi
238,525033697045925888,"ottawa shooting: how events unfolded, first shots fired at 9:52 a.m. at the war memorial URL URL",true,English
239,692113799546048513,hey. can we take a minute (or all the minutes) to talk about @niallofficial + his glasses? URL URL,non-rumor,Chinese
240,387007120689737729,"by all means, let's turn over healthcare decision making to people willing to shut down the amber alert website out of spite.",false,English
241,553008832784642048,banksy shares simple but beautiful tribute to charlie hebdo cartoonists URL URL,false,Chinese
242,688763099298529280,oregon domestic terrorists now destroying public property in earnest URL URL,non-rumor,Chinese
243,724320681517670400,"340,000 pledge to boycott target over transgender bathroom policy URL URL",unverified,Chinese
244,691564354567798784,explorer henry worsley dies after suffering exhaustion and dehydration during solo antarctic crossing attempt URL,non-rumor,English
245,524928119955013632,"police say they have located car belonging to suspect in #ottawa shooting. uniformed soldier shot at war memorial, condition unknown.",true,Hindi
246,524998384357486592,canadian government offices are locked down in ottawa after an armed attack: URL URL,true,Chinese
247,714998347111669760,we must address the political marginalization and institutional racism affecting people of color. read my plan: URL,unverified,Hindi
248,542860306603868160,"very helpful to know that not only was douche harvard prof ben edelman a racist, but his students were, too==> URL",false,Hindi
249,693083689098477568,cam newton and steph curry have more in common than just north carolina. here's proof: URL URL,non-rumor,Hindi
250,407232661107642368,the five movie roles that made us fall in love with paul walker URL #rippaulwalker URL,true,Chinese
251,527131140721623040,poster girl for kobane resistance reportedly beheaded. sickening. URL #rehana #kobane URL,unverified,Hindi
252,551128385850601472,"donna douglas, known for role as elly may clampett on ""the beverly hillbillies,"" dies. URL URL",true,Hindi
253,532275347413544961,sugarhill gang's big bank hank dies at 57 URL URL,true,Chinese
254,552848620375261184,witnesses say the charlie hebdo gunmen identified themselves as members of al-qaida: URL URL,unverified,Hindi
255,525291306000846848,this cartoon is the perfect tribute to nathan cirillo #ottawashooting URL URL,true,English
256,524932056560963584,"breaking: at least 20 shots have been fired in the canadian parliament in ottawa, according to witnesses.",unverified,English
257,693926742814281729,these aerial photos of dutch tulip fields are stunning URL URL,non-rumor,Hindi
258,514478918636535808,portland cops complete delivery after pizza hut driver injured in crash URL URL,true,English
259,387236601450864641,"white house #shutdown URL , but are posting alerts on him getting a sandwich. URL",false,Hindi
260,693079616072880128,"i'm sorry, but i can't do anything today because i'll be watching #pillowtalk on repeat: URL URL",non-rumor,English
261,553190393370923008,"powerful image, yes. but it was drawn by @lucilleclerc, not by banksy. details: URL #charliehebdo URL",false,Chinese
262,547670441754914816,we need to talk about the fact that the teletubby sun baby is 19 years old now: URL,unverified,Hindi
263,510922415468449792,awful mt @scclemons:uk aid worker david haines beheaded by #isis remember this great man this way not as isis wants URL,true,Chinese
264,742571519105077248,considering the #orlando shooter was a registered democrat i'd like to just put these back here: URL,unverified,Hindi
265,650952376954650629,pathetic little twat can’t wait to argue over 5p bag charge URL URL,unverified,English
266,687630364936957952,"rip alan rickman, who gave us villains to root for URL URL",non-rumor,Chinese
